id;name;latitude;longitude;bounds;geometry;type;details
PA_id_1071242941;;46.1076311;11.6594006;;POINT (11.6594006 46.1076311);skiing;{}
PA_id_1071242954;;46.0987544;11.65554;;POINT (11.65554 46.0987544);skiing;{}
PA_id_1071242957;;46.0951193;11.6588633;;POINT (11.6588633 46.0951193);skiing;{}
PA_id_1071242960;;46.1023311;11.6541943;;POINT (11.6541943 46.1023311);skiing;{}
PA_id_1071242964;;46.110287;11.6616554;;POINT (11.6616554 46.110287);skiing;{}
PA_id_1071242965;;46.1025836;11.6612763;;POINT (11.6612763 46.1025836);skiing;{}
PA_id_1071242967;;46.0959955;11.6656305;;POINT (11.6656305 46.0959955);skiing;{}
PA_id_1071242986;;46.0992838;11.667779;;POINT (11.667779 46.0992838);skiing;{}
PA_id_1071242987;;46.096571;11.6565227;;POINT (11.6565227 46.096571);skiing;{}
PA_id_1071242989;;46.1137454;11.6606594;;POINT (11.6606594 46.1137454);skiing;{}
PA_id_1071242997;;46.1020124;11.6561332;;POINT (11.6561332 46.1020124);skiing;{}
PA_id_1071242999;;46.0958641;11.6644374;;POINT (11.6644374 46.0958641);skiing;{}
PA_id_1071243013;;46.1121822;11.6614064;;POINT (11.6614064 46.1121822);skiing;{}
PA_id_1071243017;;46.1015832;11.6638969;;POINT (11.6638969 46.1015832);skiing;{}
PA_id_1071243018;;46.0975448;11.6683197;;POINT (11.6683197 46.0975448);skiing;{}
PA_id_1071243020;;46.1037831;11.6577622;;POINT (11.6577622 46.1037831);skiing;{}
PA_id_1071243038;;46.1050244;11.6574545;;POINT (11.6574545 46.1050244);skiing;{}
PA_id_1071243042;;46.0978438;11.6553314;;POINT (11.6553314 46.0978438);skiing;{}
PA_id_1071243045;;46.1056806;11.6607562;;POINT (11.6607562 46.1056806);skiing;{}
PA_id_1071243048;;46.1035221;11.6591427;;POINT (11.6591427 46.1035221);skiing;{}
PA_id_1071243049;;46.1035088;11.6540886;;POINT (11.6540886 46.1035088);skiing;{}
PA_id_1071243053;;46.1049495;11.657829;;POINT (11.657829 46.1049495);skiing;{}
PA_id_1071243074;;46.1069256;11.6588334;;POINT (11.6588334 46.1069256);skiing;{}
PA_id_1071243077;;46.0962943;11.6572089;;POINT (11.6572089 46.0962943);skiing;{}
PA_id_1071243078;;46.1027118;11.6545662;;POINT (11.6545662 46.1027118);skiing;{}
PA_id_1071243079;;46.1109787;11.6620012;;POINT (11.6620012 46.1109787);skiing;{}
PA_id_1071243081;;46.1022915;11.6620643;;POINT (11.6620643 46.1022915);skiing;{}
PA_id_1071243082;;46.0961947;11.6665933;;POINT (11.6665933 46.0961947);skiing;{}
PA_id_1071243084;;46.1034201;11.6579038;;POINT (11.6579038 46.1034201);skiing;{}
PA_id_1071243105;;46.103044;11.6593109;;POINT (11.6593109 46.103044);skiing;{}
PA_id_1071243108;;46.0965156;11.6567551;;POINT (11.6567551 46.0965156);skiing;{}
PA_id_1071243111;;46.1026233;11.6567529;;POINT (11.6567529 46.1026233);skiing;{}
PA_id_1071243118;;46.1080599;11.6600645;;POINT (11.6600645 46.1080599);skiing;{}
PA_id_1071243119;;46.0994715;11.6556463;;POINT (11.6556463 46.0994715);skiing;{}
PA_id_1071243129;;46.095076;11.6594456;;POINT (11.6594456 46.095076);skiing;{}
PA_id_1071243132;;46.112528;11.6610744;;POINT (11.6610744 46.112528);skiing;{}
PA_id_1071243134;;46.1013353;11.6645609;;POINT (11.6645609 46.1013353);skiing;{}
PA_id_1071243138;;46.098065;11.6682312;;POINT (11.6682312 46.098065);skiing;{}
PA_id_1071243141;;46.0990634;11.6676001;;POINT (11.6676001 46.0990634);skiing;{'aerialway': 'station'}
PA_id_1071243143;;46.1048282;11.6582917;;POINT (11.6582917 46.1048282);skiing;{}
PA_id_1071243163;;46.1044494;11.6608392;;POINT (11.6608392 46.1044494);skiing;{}
PA_id_1071243168;;46.1034158;11.6588594;;POINT (11.6588594 46.1034158);skiing;{}
PA_id_1071243174;;46.1041451;11.6543929;;POINT (11.6543929 46.1041451);skiing;{}
PA_id_1071243175;;46.1046684;11.6578507;;POINT (11.6578507 46.1046684);skiing;{}
PA_id_1071243176;;46.1071884;11.6588334;;POINT (11.6588334 46.1071884);skiing;{}
PA_id_1071243178;;46.0958184;11.6579171;;POINT (11.6579171 46.0958184);skiing;{}
PA_id_1071243198;;46.1036414;11.6581163;;POINT (11.6581163 46.1036414);skiing;{}
PA_id_1071243201;;46.1087101;11.6607562;;POINT (11.6607562 46.1087101);skiing;{}
PA_id_1071243205;;46.1038496;11.6605061;;POINT (11.6605061 46.1038496);skiing;{}
PA_id_1071243206;;46.099179;11.6540333;;POINT (11.6540333 46.099179);skiing;{}
PA_id_1071243207;;46.1060541;11.6604657;;POINT (11.6604657 46.1060541);skiing;{}
PA_id_1071243209;;46.1028669;11.6603025;;POINT (11.6603025 46.1028669);skiing;{}
PA_id_1071243211;;46.1028358;11.657293;;POINT (11.657293 46.1028358);skiing;{}
PA_id_1071243228;;46.1083642;11.660521;;POINT (11.660521 46.1083642);skiing;{}
PA_id_1071243231;;46.1004011;11.6556817;;POINT (11.6556817 46.1004011);skiing;{}
PA_id_1071243234;;46.095243;11.6617019;;POINT (11.6617019 46.095243);skiing;{}
PA_id_1071243240;;46.1029066;11.6549911;;POINT (11.6549911 46.1029066);skiing;{}
PA_id_1071243255;;46.1114905;11.6619459;;POINT (11.6619459 46.1114905);skiing;{}
PA_id_1071243257;;46.1020613;11.6626132;;POINT (11.6626132 46.1020613);skiing;{}
PA_id_1071243259;;46.0965488;11.6674454;;POINT (11.6674454 46.0965488);skiing;{}
PA_id_1071243266;;46.1050581;11.6560391;;POINT (11.6560391 46.1050581);skiing;{}
PA_id_1071243278;;46.1048368;11.660936;;POINT (11.660936 46.1048368);skiing;{}
PA_id_1071243280;;46.1036903;11.659789;;POINT (11.659789 46.1036903);skiing;{}
PA_id_1071243287;;46.1013231;11.6535491;;POINT (11.6535491 46.1013231);skiing;{}
PA_id_1071243289;;46.1066627;11.6593867;;POINT (11.6593867 46.1066627);skiing;{}
PA_id_1071243292;;46.1008041;11.6653665;;POINT (11.6653665 46.1008041);skiing;{}
PA_id_1071243294;;46.0984855;11.6680541;;POINT (11.6680541 46.0984855);skiing;{}
PA_id_1071243300;;46.1040801;11.6606949;;POINT (11.6606949 46.1040801);skiing;{}
PA_id_1071243302;;46.1015758;11.6535868;;POINT (11.6535868 46.1015758);skiing;{}
PA_id_1071243307;;46.1095539;11.661268;;POINT (11.661268 46.1095539);skiing;{}
PA_id_1071243313;;46.1046275;11.6591148;;POINT (11.6591148 46.1046275);skiing;{}
PA_id_1071243315;;46.1037522;11.6602051;;POINT (11.6602051 46.1037522);skiing;{}
PA_id_1071243321;;46.1032342;11.6564165;;POINT (11.6564165 46.1032342);skiing;{}
PA_id_1071243323;;46.100424;11.6534661;;POINT (11.6534661 46.100424);skiing;{}
PA_id_1071243326;;46.1063308;11.6600645;;POINT (11.6600645 46.1063308);skiing;{}
PA_id_1071243329;;46.1033184;11.658824;;POINT (11.658824 46.1033184);skiing;{}
PA_id_1071243331;;46.0966199;11.6559752;;POINT (11.6559752 46.0966199);skiing;{}
PA_id_1071243333;;46.1047953;11.6549739;;POINT (11.6549739 46.1047953);skiing;{}
PA_id_1071243337;;46.1044825;11.6577356;;POINT (11.6577356 46.1044825);skiing;{}
PA_id_1071243349;;46.1073682;11.6589441;;POINT (11.6589441 46.1073682);skiing;{}
PA_id_1071243351;;46.0979844;11.6551947;;POINT (11.6551947 46.0979844);skiing;{}
PA_id_1071243354;;46.095409;11.6583598;;POINT (11.6583598 46.095409);skiing;{}
PA_id_1071243356;;46.1030925;11.6555312;;POINT (11.6555312 46.1030925);skiing;{}
PA_id_1071243358;;46.1118917;11.6617107;;POINT (11.6617107 46.1118917);skiing;{}
PA_id_1071243361;;46.1017337;11.6632683;;POINT (11.6632683 46.1017337);skiing;{}
PA_id_1071243364;;46.0969694;11.6681094;;POINT (11.6681094 46.0969694);skiing;{}
PA_id_1071529651;;46.4432069;11.7675266;;POINT (11.7675266 46.4432069);skiing;{}
PA_id_1087046932;;46.0330242;11.0431967;;POINT (11.0431967 46.0330242);skiing;{}
PA_id_1087047221;;46.0325579;11.0429652;;POINT (11.0429652 46.0325579);skiing;{}
PA_id_1087047304;;46.0331267;11.0432951;;POINT (11.0432951 46.0331267);skiing;{}
PA_id_1087049306;Rocce-Rosse;46.0268145;11.0561043;;POINT (11.0561043 46.0268145);skiing;{'aerialway': 'station'}
PA_id_1087049970;;46.0326232;11.0429992;;POINT (11.0429992 46.0326232);skiing;{}
PA_id_1088269152;;45.7779204;10.937558;;POINT (10.937558 45.7779204);skiing;{}
PA_id_1088274345;;45.777418;10.936902;;POINT (10.936902 45.777418);skiing;{}
PA_id_1088275426;;45.7776751;10.9373495;;POINT (10.9373495 45.7776751);skiing;{}
PA_id_1088275966;;45.7802813;10.9462936;;POINT (10.9462936 45.7802813);skiing;{}
PA_id_1088276128;;45.7773775;10.9364214;;POINT (10.9364214 45.7773775);skiing;{}
PA_id_1096349504;Albaré;46.3044098;10.811821;;POINT (10.811821 46.3044098);skiing;{'aerialway': 'station', 'aerialway:access': 'no', 'aerialway:summer:access': 'both', 'public_transport': 'station'}
PA_id_1096349618;Marilleva;46.2902393;10.8129835;;POINT (10.8129835 46.2902393);skiing;{'aerialway': 'station', 'aerialway:summer:access': 'no', 'public_transport': 'station'}
PA_id_1096349822;Marilleva;46.3014316;10.8118601;;POINT (10.8118601 46.3014316);skiing;{'aerialway': 'station', 'aerialway:access': 'entry', 'aerialway:summer:access': 'no', 'ele': '1475', 'internet_access': 'wlan', 'public_transport': 'station'}
PA_id_1100107734;;46.245279;10.8206299;;POINT (10.8206299 46.245279);skiing;{}
PA_id_1103639460;;46.2748518;11.4785736;;POINT (11.4785736 46.2748518);skiing;{}
PA_id_1103639508;;46.2691463;11.482056;;POINT (11.482056 46.2691463);skiing;{}
PA_id_1103639610;;46.2711952;11.4815642;;POINT (11.4815642 46.2711952);skiing;{}
PA_id_1103639813;;46.2700743;11.482601;;POINT (11.482601 46.2700743);skiing;{}
PA_id_1103639903;;46.2716178;11.4804876;;POINT (11.4804876 46.2716178);skiing;{}
PA_id_1103639940;;46.2659028;11.4812984;;POINT (11.4812984 46.2659028);skiing;{}
PA_id_1103640067;;46.2706531;11.482787;;POINT (11.482787 46.2706531);skiing;{}
PA_id_1103640153;;46.2718659;11.4799825;;POINT (11.4799825 46.2718659);skiing;{}
PA_id_1103640170;;46.2653239;11.4815775;;POINT (11.4815775 46.2653239);skiing;{}
PA_id_1103640181;;46.2666011;11.4812186;;POINT (11.4812186 46.2666011);skiing;{}
PA_id_1103640428;;46.2728306;11.4787198;;POINT (11.4787198 46.2728306);skiing;{}
PA_id_1103640445;;46.2655996;11.4813117;;POINT (11.4813117 46.2655996);skiing;{}
PA_id_1103640458;;46.2668952;11.4812186;;POINT (11.4812186 46.2668952);skiing;{}
PA_id_1103640714;;46.2735013;11.4782945;;POINT (11.4782945 46.2735013);skiing;{}
PA_id_1103640755;;46.2674465;11.4814712;;POINT (11.4814712 46.2674465);skiing;{}
PA_id_1103641011;;46.2741168;11.4784274;;POINT (11.4784274 46.2741168);skiing;{}
PA_id_1103641057;;46.2682091;11.4818035;;POINT (11.4818035 46.2682091);skiing;{}
PA_id_1103641123;;46.2709655;11.4824813;;POINT (11.4824813 46.2709655);skiing;{}
PA_id_1106434793;Pecol;46.4809336;11.7884271;;POINT (11.7884271 46.4809336);skiing;{'aerialway': 'station', 'aerialway:access': 'both', 'aerialway:summer:access': 'both', 'ele': '1926', 'public_transport': 'station'}
PA_id_1106434932;;46.4398067;11.87735;;POINT (11.87735 46.4398067);skiing;{}
PA_id_1108364119;;46.3636757;10.6536056;;POINT (10.6536056 46.3636757);skiing;{}
PA_id_1111011772;;46.268602;10.832094;;POINT (10.832094 46.268602);skiing;{}
PA_id_1111015530;;46.2200553;10.5852916;;POINT (10.5852916 46.2200553);skiing;{}
PA_id_1111018241;;46.267372;10.831006;;POINT (10.831006 46.267372);skiing;{}
PA_id_1111024474;;46.219997;10.5829372;;POINT (10.5829372 46.219997);skiing;{}
PA_id_1111031185;;46.2201966;10.5833465;;POINT (10.5833465 46.2201966);skiing;{}
PA_id_1111053948;;46.2198763;10.5822997;;POINT (10.5822997 46.2198763);skiing;{}
PA_id_1111898990;;46.2373324;10.8331034;;POINT (10.8331034 46.2373324);skiing;{}
PA_id_1111899195;;46.2928721;10.8539633;;POINT (10.8539633 46.2928721);skiing;{}
PA_id_1111899199;;46.2438018;10.8256779;;POINT (10.8256779 46.2438018);skiing;{}
PA_id_1111899321;;46.2957191;10.8648669;;POINT (10.8648669 46.2957191);skiing;{}
PA_id_1111899816;;46.2400367;10.8333794;;POINT (10.8333794 46.2400367);skiing;{}
PA_id_1111900211;;46.2850478;10.8449558;;POINT (10.8449558 46.2850478);skiing;{}
PA_id_1113360150;;46.2287712;10.8305852;;POINT (10.8305852 46.2287712);skiing;{}
PA_id_1118530227;;45.9542883;11.2847571;;POINT (11.2847571 45.9542883);skiing;{'aerialway': 'station', 'public_transport': 'station'}
PA_id_1118696543;;45.9514008;11.2769816;;POINT (11.2769816 45.9514008);skiing;{}
PA_id_1118696544;;45.9496482;11.26491;;POINT (11.26491 45.9496482);skiing;{}
PA_id_1118696545;;45.9515997;11.2687586;;POINT (11.2687586 45.9515997);skiing;{}
PA_id_1118696547;;45.9493133;11.2678048;;POINT (11.2678048 45.9493133);skiing;{}
PA_id_1118696548;;45.9522137;11.2747786;;POINT (11.2747786 45.9522137);skiing;{}
PA_id_1118696549;;45.9515792;11.2650123;;POINT (11.2650123 45.9515792);skiing;{}
PA_id_1118696551;;45.9523359;11.2790734;;POINT (11.2790734 45.9523359);skiing;{}
PA_id_1118696552;;45.9570494;11.2932961;;POINT (11.2932961 45.9570494);skiing;{}
PA_id_1118696553;;45.9512982;11.270812;;POINT (11.270812 45.9512982);skiing;{}
PA_id_1118696555;;45.9510693;11.2729069;;POINT (11.2729069 45.9510693);skiing;{}
PA_id_1118696556;;45.9568374;11.2921583;;POINT (11.2921583 45.9568374);skiing;{}
PA_id_1118696564;;45.9517597;11.2714976;;POINT (11.2714976 45.9517597);skiing;{}
PA_id_1118696566;;45.9501272;11.2714114;;POINT (11.2714114 45.9501272);skiing;{}
PA_id_1118696567;;45.9515867;11.2764522;;POINT (11.2764522 45.9515867);skiing;{}
PA_id_1118696568;;45.9520699;11.2678725;;POINT (11.2678725 45.9520699);skiing;{}
PA_id_1118696571;;45.9512098;11.2766633;;POINT (11.2766633 45.9512098);skiing;{}
PA_id_1118696572;;45.9562393;11.2894261;;POINT (11.2894261 45.9562393);skiing;{}
PA_id_1118696577;;45.9519838;11.2735058;;POINT (11.2735058 45.9519838);skiing;{}
PA_id_1118696578;;45.9493624;11.2660859;;POINT (11.2660859 45.9493624);skiing;{}
PA_id_1118696579;;45.9523531;11.2749289;;POINT (11.2749289 45.9523531);skiing;{}
PA_id_1118696581;;45.9555816;11.2880985;;POINT (11.2880985 45.9555816);skiing;{}
PA_id_1118696582;;45.950862;11.264867;;POINT (11.264867 45.950862);skiing;{}
PA_id_1118696584;;45.957096;11.2928821;;POINT (11.2928821 45.957096);skiing;{}
PA_id_1118696585;;45.9514154;11.2709301;;POINT (11.2709301 45.9514154);skiing;{}
PA_id_1118696587;;45.9492732;11.2666503;;POINT (11.2666503 45.9492732);skiing;{}
PA_id_1118696588;;45.9514317;11.272995;;POINT (11.272995 45.9514317);skiing;{}
PA_id_1118696589;;45.9522625;11.2762317;;POINT (11.2762317 45.9522625);skiing;{}
PA_id_1118696590;;45.9543832;11.2858536;;POINT (11.2858536 45.9543832);skiing;{}
PA_id_1118696591;;45.9511643;11.2648636;;POINT (11.2648636 45.9511643);skiing;{}
PA_id_1118696595;;45.950437;11.2757106;;POINT (11.2757106 45.950437);skiing;{}
PA_id_1118696596;;45.9499265;11.2701222;;POINT (11.2701222 45.9499265);skiing;{}
PA_id_1118696598;;45.9522989;11.280259;;POINT (11.280259 45.9522989);skiing;{}
PA_id_1118696599;;45.9511825;11.276392;;POINT (11.276392 45.9511825);skiing;{}
PA_id_1118696601;;45.9524235;11.2659751;;POINT (11.2659751 45.9524235);skiing;{}
PA_id_1118696603;;45.9560609;11.2890605;;POINT (11.2890605 45.9560609);skiing;{}
PA_id_1118696611;;45.952151;11.2737463;;POINT (11.2737463 45.952151);skiing;{}
PA_id_1118696613;;45.950087;11.2705198;;POINT (11.2705198 45.950087);skiing;{}
PA_id_1118696614;;45.9519388;11.2775808;;POINT (11.2775808 45.9519388);skiing;{}
PA_id_1118696616;;45.9523463;11.2665592;;POINT (11.2665592 45.9523463);skiing;{}
PA_id_1118696618;;45.9496125;11.2739933;;POINT (11.2739933 45.9496125);skiing;{}
PA_id_1118696621;;45.9516117;11.2772889;;POINT (11.2772889 45.9516117);skiing;{}
PA_id_1118696623;;45.9499465;11.2751591;;POINT (11.2751591 45.9499465);skiing;{}
PA_id_1118696624;;45.9513294;11.2701273;;POINT (11.2701273 45.9513294);skiing;{}
PA_id_1118696626;;45.949514;11.265143;;POINT (11.265143 45.949514);skiing;{}
PA_id_1118696628;;45.952158;11.274518;;POINT (11.274518 45.952158);skiing;{}
PA_id_1118696629;;45.9542216;11.2853806;;POINT (11.2853806 45.9542216);skiing;{}
PA_id_1118696630;;45.9500819;11.2650149;;POINT (11.2650149 45.9500819);skiing;{}
PA_id_1118696632;;45.9496354;11.2743012;;POINT (11.2743012 45.9496354);skiing;{}
PA_id_1118696635;;45.957111;11.2938136;;POINT (11.2938136 45.957111);skiing;{}
PA_id_1118696636;;45.9512868;11.2704777;;POINT (11.2704777 45.9512868);skiing;{}
PA_id_1118696638;;45.9507683;11.2727866;;POINT (11.2727866 45.9507683);skiing;{}
PA_id_1118696639;;45.9527015;11.2756905;;POINT (11.2756905 45.9527015);skiing;{}
PA_id_1118696645;;45.9564042;11.2902984;;POINT (11.2902984 45.9564042);skiing;{}
PA_id_1118696649;;45.9517121;11.2725838;;POINT (11.2725838 45.9517121);skiing;{}
PA_id_1118696650;;45.9495898;11.2690491;;POINT (11.2690491 45.9495898);skiing;{}
PA_id_1118696651;;45.9519908;11.276392;;POINT (11.276392 45.9519908);skiing;{}
PA_id_1118696653;;45.9522033;11.2654157;;POINT (11.2654157 45.9522033);skiing;{}
PA_id_1118696654;;45.956373;11.2898943;;POINT (11.2898943 45.956373);skiing;{}
PA_id_1118696656;;45.9501948;11.2754587;;POINT (11.2754587 45.9501948);skiing;{}
PA_id_1118696657;;45.9517887;11.2731651;;POINT (11.2731651 45.9517887);skiing;{}
PA_id_1118696658;;45.9493891;11.2654573;;POINT (11.2654573 45.9493891);skiing;{}
PA_id_1118696659;;45.9550019;11.2865431;;POINT (11.2865431 45.9550019);skiing;{}
PA_id_1118696661;;45.950455;11.2649957;;POINT (11.2649957 45.950455);skiing;{}
PA_id_1118696662;;45.9496354;11.2730246;;POINT (11.2730246 45.9496354);skiing;{}
PA_id_1118696665;;45.9496961;11.2650623;;POINT (11.2650623 45.9496961);skiing;{}
PA_id_1118696670;;45.9514513;11.2689777;;POINT (11.2689777 45.9514513);skiing;{}
PA_id_1118696673;;45.949456;11.2681511;;POINT (11.2681511 45.949456);skiing;{}
PA_id_1118696674;;45.9525203;11.2759511;;POINT (11.2759511 45.9525203);skiing;{}
PA_id_1118696675;;45.9545783;11.2862064;;POINT (11.2862064 45.9545783);skiing;{}
PA_id_1118696676;;45.9517933;11.2651093;;POINT (11.2651093 45.9517933);skiing;{}
PA_id_1118696678;;45.949708;11.2695962;;POINT (11.2695962 45.949708);skiing;{}
PA_id_1118696684;;45.9523359;11.2784769;;POINT (11.2784769 45.9523359);skiing;{}
PA_id_1118696685;;45.9523601;11.2656489;;POINT (11.2656489 45.9523601);skiing;{}
PA_id_1118696686;;45.9564221;11.2913118;;POINT (11.2913118 45.9564221);skiing;{}
PA_id_1118696690;;45.9500246;11.271918;;POINT (11.271918 45.9500246);skiing;{}
PA_id_1118696694;;45.9522155;11.2780728;;POINT (11.2780728 45.9522155);skiing;{}
PA_id_1118696695;;45.9519221;11.268367;;POINT (11.268367 45.9519221);skiing;{}
PA_id_1118696697;;45.9495897;11.2734966;;POINT (11.2734966 45.9495897);skiing;{}
PA_id_1118696699;;45.9575491;11.2939513;;POINT (11.2939513 45.9575491);skiing;{}
PA_id_1118696700;;45.949721;11.2747281;;POINT (11.2747281 45.949721);skiing;{}
PA_id_1118696702;;45.9514054;11.2696906;;POINT (11.2696906 45.9514054);skiing;{}
PA_id_1118696703;;45.9526109;11.2751494;;POINT (11.2751494 45.9526109);skiing;{}
PA_id_1118696709;;45.9555314;11.2875773;;POINT (11.2875773 45.9555314);skiing;{}
PA_id_1118696711;;45.9498918;11.2650215;;POINT (11.2650215 45.9498918);skiing;{}
PA_id_1118696714;;45.957033;11.2925176;;POINT (11.2925176 45.957033);skiing;{}
PA_id_1118696715;;45.94964;11.2645797;;POINT (11.2645797 45.94964);skiing;{}
PA_id_1118696716;;45.951639;11.2711681;;POINT (11.2711681 45.951639);skiing;{}
PA_id_1118696717;;45.949242;11.2672532;;POINT (11.2672532 45.949242);skiing;{}
PA_id_1118696718;;45.9527224;11.27544;;POINT (11.27544 45.9527224);skiing;{}
PA_id_1118696719;;45.9563418;11.2907666;;POINT (11.2907666 45.9563418);skiing;{}
PA_id_1118696720;;45.9513584;11.2649026;;POINT (11.2649026 45.9513584);skiing;{}
PA_id_1118696723;;45.9517596;11.2721784;;POINT (11.2721784 45.9517596);skiing;{}
PA_id_1118696725;;45.9495898;11.2686386;;POINT (11.2686386 45.9495898);skiing;{}
PA_id_1118696728;;45.9522461;11.279702;;POINT (11.279702 45.9522461);skiing;{}
PA_id_1118696730;;45.9510629;11.2763308;;POINT (11.2763308 45.9510629);skiing;{}
PA_id_1118696732;;45.9520389;11.2652252;;POINT (11.2652252 45.9520389);skiing;{}
PA_id_1118696733;;45.9557978;11.2886757;;POINT (11.2886757 45.9557978);skiing;{}
PA_id_1118696735;;45.9521789;11.2741171;;POINT (11.2741171 45.9521789);skiing;{}
PA_id_1118696736;;45.950145;11.2709688;;POINT (11.2709688 45.950145);skiing;{}
PA_id_1118696737;;45.950639;11.2760012;;POINT (11.2760012 45.950639);skiing;{}
PA_id_1118696738;;45.9552583;11.286968;;POINT (11.286968 45.9552583);skiing;{}
PA_id_1118696739;;45.9522446;11.2670918;;POINT (11.2670918 45.9522446);skiing;{}
PA_id_1118696740;;45.9498551;11.2724183;;POINT (11.2724183 45.9498551);skiing;{}
PA_id_1119794180;;45.9586954;11.313197;;POINT (11.313197 45.9586954);skiing;{}
PA_id_1119794183;;45.95341;11.3021166;;POINT (11.3021166 45.95341);skiing;{}
PA_id_1119794189;;45.9560963;11.3150858;;POINT (11.3150858 45.9560963);skiing;{}
PA_id_1119794192;;45.9582971;11.3133127;;POINT (11.3133127 45.9582971);skiing;{}
PA_id_1119794196;;45.9531952;11.3023125;;POINT (11.3023125 45.9531952);skiing;{}
PA_id_1119794201;;45.9531645;11.3026491;;POINT (11.3026491 45.9531645);skiing;{}
PA_id_1119794205;;45.9555748;11.3155546;;POINT (11.3155546 45.9555748);skiing;{}
PA_id_1119794210;;45.9578906;11.3134988;;POINT (11.3134988 45.9578906);skiing;{}
PA_id_1119794212;;45.9558674;11.2992823;;POINT (11.2992823 45.9558674);skiing;{'aerialway': 'station', 'public_transport': 'station'}
PA_id_1119794216;;45.9594006;11.3128084;;POINT (11.3128084 45.9594006);skiing;{}
PA_id_1119794218;;45.9531808;11.3030025;;POINT (11.3030025 45.9531808);skiing;{}
PA_id_1119794225;;45.9574369;11.3138395;;POINT (11.3138395 45.9574369);skiing;{}
PA_id_1119794228;;45.9571149;11.3144374;;POINT (11.3144374 45.9571149);skiing;{}
PA_id_1119794235;;45.9548153;11.3158626;;POINT (11.3158626 45.9548153);skiing;{}
PA_id_1119794242;;45.9563574;11.2979894;;POINT (11.2979894 45.9563574);skiing;{'aerialway': 'station', 'public_transport': 'station'}
PA_id_1119794244;;45.9566056;11.3148332;;POINT (11.3148332 45.9566056);skiing;{}
PA_id_1121786908;;45.8821937;11.1958053;;POINT (11.1958053 45.8821937);skiing;{}
PA_id_1121786913;;45.8769157;11.2015991;;POINT (11.2015991 45.8769157);skiing;{}
PA_id_1121786915;;45.8796138;11.1989131;;POINT (11.1989131 45.8796138);skiing;{}
PA_id_1121786916;;45.8806641;11.1975552;;POINT (11.1975552 45.8806641);skiing;{}
PA_id_1121786923;;45.8774566;11.2001141;;POINT (11.2001141 45.8774566);skiing;{}
PA_id_1121786925;;45.8766635;11.2024127;;POINT (11.2024127 45.8766635);skiing;{}
PA_id_1121786927;;45.8804053;11.1981507;;POINT (11.1981507 45.8804053);skiing;{}
PA_id_1121786929;;45.881201;11.1968692;;POINT (11.1968692 45.881201);skiing;{}
PA_id_1121786930;;45.8785683;11.1996664;;POINT (11.1996664 45.8785683);skiing;{}
PA_id_1121786932;;45.8766557;11.2028362;;POINT (11.2028362 45.8766557);skiing;{}
PA_id_1121786933;;45.8807715;11.1979545;;POINT (11.1979545 45.8807715);skiing;{}
PA_id_1121786934;;45.8819831;11.1961846;;POINT (11.1961846 45.8819831);skiing;{}
PA_id_1121786935;;45.8811998;11.1982176;;POINT (11.1982176 45.8811998);skiing;{}
PA_id_1121786937;;45.8808903;11.1970913;;POINT (11.1970913 45.8808903);skiing;{}
PA_id_1121786946;;45.8807463;11.2004905;;POINT (11.2004905 45.8807463);skiing;{}
PA_id_1121786949;;45.8771756;11.2010641;;POINT (11.2010641 45.8771756);skiing;{}
PA_id_1121786950;;45.8790986;11.199292;;POINT (11.199292 45.8790986);skiing;{}
PA_id_1121786952;;45.8817099;11.1965983;;POINT (11.1965983 45.8817099);skiing;{}
PA_id_1121786953;;45.876745;11.2019279;;POINT (11.2019279 45.876745);skiing;{}
PA_id_1121786954;;45.8800111;11.1985609;;POINT (11.1985609 45.8800111);skiing;{}
PA_id_1121786956;;45.877327;11.2003229;;POINT (11.2003229 45.877327);skiing;{}
PA_id_1121786957;;45.8810602;11.1979679;;POINT (11.1979679 45.8810602);skiing;{}
PA_id_1121786958;;45.8780119;11.1999436;;POINT (11.1999436 45.8780119);skiing;{}
PA_id_1121802086;;45.8740644;11.210303;;POINT (11.210303 45.8740644);skiing;{}
PA_id_1121802087;;45.8764015;11.2120058;;POINT (11.2120058 45.8764015);skiing;{}
PA_id_1121802091;;45.8753821;11.2110382;;POINT (11.2110382 45.8753821);skiing;{}
PA_id_1121802093;;45.8757015;11.2114918;;POINT (11.2114918 45.8757015);skiing;{}
PA_id_1121802094;;45.8774115;11.2079712;;POINT (11.2079712 45.8774115);skiing;{}
PA_id_1121802097;;45.874275;11.2107149;;POINT (11.2107149 45.874275);skiing;{}
PA_id_1121802105;;45.87661;11.2119489;;POINT (11.2119489 45.87661);skiing;{}
PA_id_1121802107;;45.8767615;11.2110382;;POINT (11.2110382 45.8767615);skiing;{}
PA_id_1121802108;;45.8760187;11.211893;;POINT (11.211893 45.8760187);skiing;{}
PA_id_1121802109;;45.8775426;11.2061196;;POINT (11.2061196 45.8775426);skiing;{}
PA_id_1121802111;;45.8739954;11.2088327;;POINT (11.2088327 45.8739954);skiing;{}
PA_id_1121802112;;45.8777851;11.2053603;;POINT (11.2053603 45.8777851);skiing;{}
PA_id_1121802115;;45.8771461;11.2100698;;POINT (11.2100698 45.8771461);skiing;{}
PA_id_1121802117;;45.8748957;11.2108401;;POINT (11.2108401 45.8748957);skiing;{}
PA_id_1121802118;;45.8740136;11.2096826;;POINT (11.2096826 45.8740136);skiing;{}
