id,amenity,recycling:PET,recycling:aluminium,recycling:batteries,recycling:beverage_cartons,recycling:books,recycling:bottles,recycling:cans,recycling:cardboard,recycling:cartons,recycling:clothes,recycling:drugs,recycling:electrical_appliances,recycling:electrical_items,recycling:food_waste,recycling:garden_pots,recycling:garden_waste,recycling:glass,recycling:glass_bottles,recycling:green_waste,recycling:lamps,recycling:magazines,recycling:newspaper,recycling:organic,recycling:organic_waste,recycling:paper,recycling:paper_packaging,recycling:plastic,recycling:plastic_bottles,recycling:plastic_packaging,recycling:scrap_metal,recycling:shoes,recycling:small_appliances,recycling:tetrapak,recycling:waste,recycling:wood,recycling_type,geometry
node/8022908343,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1109339 46.1707715)
node/8025560558,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.863161 45.9192843)
node/8036368806,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.876471 45.9200375)
node/8036368807,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8764468 45.9200169)
node/8038288305,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8802999 45.9190821)
node/8038288306,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8803214 45.9190807)
node/8038288307,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8803468 45.9190812)
node/8038288308,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8803696 45.9190807)
node/8038506985,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8803502 45.9200919)
node/8038506986,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.880373 45.9200938)
node/8038506987,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8803918 45.9200938)
node/8038506988,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8804105 45.9200933)
node/8038506989,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8804307 45.9200943)
node/8038712184,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8661513 45.9210805)
node/8038723885,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8661412 45.9210717)
node/8038723886,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8661251 45.9210768)
node/8038723887,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8661077 45.9210885)
node/8038723888,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.866093 45.921095)
node/8038723889,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8660789 45.9211015)
node/8039230959,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8651727 45.9198732)
node/8039230965,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8651804 45.919882)
node/8039230966,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8651884 45.9198918)
node/8039230967,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8651981 45.9199047)
node/8039230968,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8652069 45.919917)
node/8039230969,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8652176 45.9199306)
node/8039230970,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.865228 45.9199438)
node/8041273655,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8927787 45.8796605)
node/8041273656,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8927861 45.8796721)
node/8042001304,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8931976 45.8800105)
node/8042001305,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8932124 45.8800213)
node/8042001306,recycling,,,,,,,yes,,,,,,,,,,,yes,,,,,,,yes,,yes,,,,,,,,,container,POINT (10.893252 45.8800526)
node/8042001307,recycling,,,,,,,yes,,,,,,,,,,,yes,,,,,,,yes,,yes,,,yes,,,,,,container,POINT (10.8932707 45.8800652)
node/8046399402,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0413804 45.8837954)
node/8046399403,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.041248 45.883644)
node/8060826351,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8561593 45.9139988)
node/8060826352,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8561855 45.9139955)
node/8060826353,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8562043 45.9139927)
node/8060826354,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.856223 45.9139899)
node/8063347880,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,container,POINT (11.0228171 45.910755)
node/8063366791,recycling,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,container,POINT (11.0093135 45.8862518)
node/8068668879,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8698741 45.9097929)
node/8068668880,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,yes,,,,,,,container,POINT (10.8698877 45.9097849)
node/8068668881,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,container,POINT (10.8699005 45.9097769)
node/8068668882,recycling,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,container,POINT (10.8699147 45.9097699)
node/8069402375,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8360369 45.9119883)
node/8071785679,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8413408 45.9134747)
node/8071785680,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.8413395 45.9135027)
node/8071819375,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8423626 45.9149876)
node/8072030296,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.2878627 46.0129634)
node/8072204294,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.8457508 45.9141552)
node/8076946092,recycling,,,,,,,,,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,container,POINT (10.9798597 45.8455396)
node/8076979641,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0393798 45.8890361)
node/8170134077,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1567169 46.1681474)
node/8170644025,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0120627 45.8925635)
node/8193231517,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.0121725 45.9076212)
node/8193231519,recycling,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,container,POINT (11.0135678 45.9051854)
node/8222332669,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9448391 45.9703766)
node/8222332670,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9448552 45.9703691)
node/8222332671,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9448237 45.9703715)
node/8222332672,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9448673 45.9703514)
node/8224232441,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9473867 45.9695673)
node/8224232442,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9474014 45.9695854)
node/8224232443,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9473578 45.9695775)
node/8224232444,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9473685 45.9695962)
node/8224232448,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9456514 45.971086)
node/8224321376,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9465969 45.9703302)
node/8224430655,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9468098 45.9681482)
node/8224430656,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9467896 45.9681561)
node/8224430657,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9467742 45.9681598)
node/8225153128,recycling,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,container,POINT (10.9440001 45.9689606)
node/8225201703,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.940307 45.9706592)
node/8231355129,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9393803 45.9705334)
node/8237662120,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0689207 46.2481233)
node/8240671336,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9559856 45.9623722)
node/8245631164,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9610469 45.9639609)
node/8245631165,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9610596 45.9639655)
node/8245631166,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9610274 45.9639795)
node/8245631167,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9610428 45.96398)
node/8245802531,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9647787 45.9619446)
node/8247933709,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9650356 45.9662464)
node/8247933710,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9650142 45.9662259)
node/8247933711,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9649806 45.9662109)
node/8247933712,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9649525 45.9661988)
node/8262057063,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.926383 45.9953804)
node/8262057064,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9263602 45.9954056)
node/8264503410,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.2353446 46.0377102)
node/8264503411,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.2356777 46.0366005)
node/8264503412,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.2372852 46.0380012)
node/8264503416,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.2373648 46.0388823)
node/8324955299,recycling,yes,,,,,,yes,yes,,,,,,,,,,yes,yes,,,,,,yes,,yes,yes,,,,,,,,container,POINT (10.9990583 46.0776973)
node/8329907274,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,container,POINT (11.0417136 45.8913095)
node/8371910766,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9862062 46.0720442)
node/8421282151,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1415748 46.0783779)
node/8438774968,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9961869 45.8625236)
node/8440451841,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9917706 45.8607649)
node/8440451842,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9917968 45.8607588)
node/8440451843,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9918142 45.8607518)
node/8440451844,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9917814 45.8607808)
node/8440451845,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9917934 45.8607953)
node/8440451893,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9911651 45.8605166)
node/8440451894,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9911665 45.8605058)
node/8440451895,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9911665 45.8604951)
node/8440451896,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9911685 45.8604848)
node/8440451897,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9911678 45.8604732)
node/8441320560,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9911602 45.8524014)
node/8441320561,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9911803 45.8523912)
node/8447260764,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0202616 45.8832617)
node/8447260765,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,container,POINT (11.0202395 45.8832822)
node/8449272663,recycling,yes,,,,,,yes,yes,,,,,,,,,,yes,yes,,,,,,yes,,,yes,yes,,,,,yes,,container,POINT (10.99094 46.0850861)
node/8454501617,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centre,POINT (10.7535496 46.051163)
node/8455715564,recycling,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,container,POINT (11.0223121 45.8805658)
node/8463518244,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0041804 46.0903591)
node/8474635706,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.811075 45.9652562)
node/8479276278,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9833428 45.854776)
node/8479276279,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9833625 45.8547774)
node/8479276280,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9833783 45.8547793)
node/8479276426,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9818409 45.8544067)
node/8479276427,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9818603 45.8544137)
node/8479276428,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9818845 45.8544174)
node/8479334270,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9880202 45.8547432)
node/8479334271,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9880162 45.8547329)
node/8479334272,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9880102 45.8547264)
node/8479554608,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9878867 45.8558106)
node/8479554609,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9878961 45.8558186)
node/8479554610,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9879122 45.8558286)
node/8479554611,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9879229 45.8558349)
node/8479554612,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9878123 45.8559074)
node/8479554613,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9877982 45.8559046)
node/8479554614,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9877881 45.8558967)
node/8479554615,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9877727 45.8558883)
node/8479554616,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9877593 45.8558799)
node/8480382346,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9787034 45.8522489)
node/8480382347,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9787229 45.852248)
node/8480382348,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9787215 45.8522317)
node/8480382349,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9787169 45.8522223)
node/8480382350,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9787021 45.8522247)
node/8486449194,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9769336 45.8528156)
node/8486449195,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9769295 45.8527913)
node/8486449196,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9769255 45.8527792)
node/8486449197,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9769228 45.8527586)
node/8486564126,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9733908 45.8522504)
node/8486564127,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9734089 45.8522457)
node/8486564128,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.973429 45.8522443)
node/8486564129,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9734464 45.8522397)
node/8486564130,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9734625 45.8522364)
node/8486606607,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9751888 45.8530464)
node/8486606608,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9751808 45.8530314)
node/8486606609,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9751734 45.8530193)
node/8486606610,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9751681 45.8530053)
node/8486606611,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.9751634 45.8529964)
node/8491763692,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1140216 46.0713693)
node/8491763693,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1140172 46.0713847)
node/8491763694,recycling,,,,,,,yes,,,,,,,,,,yes,yes,,,,,yes,,yes,,yes,,,,,,,,,container,POINT (11.1140415 46.0713826)
node/8491763695,recycling,,,,,,,yes,,,,,,,,,,yes,yes,,,,,yes,,yes,,yes,,,,,,,,,container,POINT (11.114054 46.0713932)
node/8494724116,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1128959 46.0683623)
node/8494724117,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.11291 46.0683683)
node/8497355089,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1056199 46.0733162)
node/8497355090,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1056226 46.0733087)
node/8497355091,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1056253 46.0732985)
node/8500036368,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1121382 46.0707295)
node/8500036369,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1121338 46.0707246)
node/8500612153,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1079346 46.0727452)
node/8500612154,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1079406 46.0727345)
node/8500612155,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1079279 46.0727373)
node/8504031200,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1080477 46.0753933)
node/8504031201,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1080641 46.0753935)
node/8504031202,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1080792 46.0753947)
node/8506320864,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centre,POINT (10.6668267 45.9806396)
node/8506465945,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.128093 46.0672977)
node/8506502121,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1282826 46.0675867)
node/8506502129,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1279062 46.0676923)
node/8506530499,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centre,POINT (10.6351074 45.9361172)
node/8535756024,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.7476245 46.0341791)
node/8540721631,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9938856 46.0779858)
node/8541018112,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9916294 46.0798377)
node/8583243627,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.997961 46.0770832)
node/8645353659,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.0574093 46.0389664)
node/8646706103,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (10.602037 45.8920069)
node/8646706104,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.6020209 45.8919919)
node/8659501467,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1333138 46.1950463)
node/8659501472,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1335901 46.1959212)
node/8662543773,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1754386 46.2518319)
node/8666656364,recycling,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,container,POINT (11.2161201 45.9921218)
node/8666656365,recycling,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,container,POINT (11.2183808 45.9916611)
node/8666656366,recycling,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,container,POINT (11.2188949 45.9939039)
node/8666656367,recycling,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,container,POINT (11.2250963 45.9931407)
node/8666656368,recycling,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,container,POINT (11.2162983 45.9945094)
node/8666656369,recycling,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,container,POINT (11.2132839 45.9963038)
node/8669040050,recycling,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,container,POINT (11.2161051 45.9921223)
node/8669040051,recycling,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,container,POINT (11.216087 45.9921212)
node/8669060993,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,container,POINT (11.2166824 45.992791)
node/8669060995,recycling,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1950935 46.0044251)
node/8669060996,recycling,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,container,POINT (11.2170454 45.9929466)
node/8674901640,recycling,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,container,POINT (11.2161948 45.9937678)
node/8674901641,recycling,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,container,POINT (11.2174361 45.9939428)
node/8674907378,recycling,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,container,POINT (11.2177826 45.9918303)
node/8676825894,recycling,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,container,POINT (11.2178072 45.9918297)
node/8676825895,recycling,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,container,POINT (11.2178338 45.9918247)
node/8676825896,recycling,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,container,POINT (11.2187864 45.9926633)
node/8676834900,recycling,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,container,POINT (11.2170506 45.9964681)
node/8676834901,recycling,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,container,POINT (11.2170768 45.9964749)
node/8676834902,recycling,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,container,POINT (11.2171009 45.9964828)
node/8676880739,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,container,POINT (11.2187847 45.9926499)
node/8676880740,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,container,POINT (11.2189603 45.9925865)
node/8676880741,recycling,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,container,POINT (11.2191023 45.9926286)
