id,amenity,recycling:PET,recycling:aluminium,recycling:batteries,recycling:beverage_cartons,recycling:books,recycling:bottles,recycling:cans,recycling:cardboard,recycling:cartons,recycling:clothes,recycling:drugs,recycling:electrical_appliances,recycling:electrical_items,recycling:food_waste,recycling:garden_pots,recycling:garden_waste,recycling:glass,recycling:glass_bottles,recycling:green_waste,recycling:lamps,recycling:magazines,recycling:newspaper,recycling:organic,recycling:organic_waste,recycling:paper,recycling:paper_packaging,recycling:plastic,recycling:plastic_bottles,recycling:plastic_packaging,recycling:scrap_metal,recycling:shoes,recycling:small_appliances,recycling:tetrapak,recycling:waste,recycling:wood,recycling_type,geometry
node/880591135,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1206135 46.0734566)
node/880591143,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.122267 46.0697567)
node/885669857,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1194791 46.0707384)
node/885669867,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1206046 46.0667656)
node/885669883,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.123537 46.0691613)
node/885669939,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1194757 46.0706814)
node/885669967,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1258658 46.0688939)
node/885669972,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1199526 46.0725694)
node/885669979,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.119452 46.0708309)
node/885669996,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1194319 46.0708968)
node/885669998,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1195187 46.0718213)
node/885670025,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1230085 46.0690694)
node/885670027,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1196104 46.0719371)
node/885670044,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1237793 46.069146)
node/885670066,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1243364 46.0692595)
node/885670068,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1219415 46.0718248)
node/885670083,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1234002 46.0690762)
node/885670122,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1259485 46.0689617)
node/885670153,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1194414 46.0706078)
node/885670164,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.124359 46.069342)
node/885670173,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1210092 46.0667929)
node/886066075,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1152303 46.0915837)
node/886066144,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1156774 46.0914216)
node/890486603,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1221524 46.066735)
node/890486651,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.122055 46.0676427)
node/890486696,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1221709 46.0670357)
node/890486753,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.121894 46.0666762)
node/892578550,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1226693 46.0661432)
node/892578594,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1232539 46.0651712)
node/892578746,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1232112 46.0648879)
node/892579007,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1222589 46.0667778)
node/892579047,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1233402 46.0651816)
node/893490439,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.119843 46.0694469)
node/893490489,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1214824 46.0647629)
node/893490495,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1233139 46.0663998)
node/894044392,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1224125 46.0755761)
node/894531592,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.2783281 46.0778116)
node/904488844,recycling,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,container,POINT (11.0429505 46.0202857)
node/906968579,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1289595 46.0682202)
node/906968691,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1305026 46.0694145)
node/913628425,recycling,,,,,,,yes,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,container,POINT (10.8763278 45.9171051)
node/918935176,recycling,,,,yes,yes,,yes,yes,,,,,,,,,,yes,yes,,yes,yes,,,yes,yes,,yes,yes,,,,,yes,,container,POINT (11.10442 46.1698909)
node/920688757,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1211215 46.0706483)
node/920688903,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1163541 46.091917)
node/920688945,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1160045 46.0924436)
node/920689127,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1170169 46.0918361)
node/920689220,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1160347 46.0911186)
node/920773474,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1233659 46.0649347)
node/921665478,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1209585 46.0712339)
node/921665479,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1200595 46.0720765)
node/921665483,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1203571 46.0722746)
node/921665485,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1209868 46.0709713)
node/921665491,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1208302 46.0713397)
node/921665545,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1202457 46.0724321)
node/921665548,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1210226 46.0711005)
node/923131588,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1180817 46.0697773)
node/923131682,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1190904 46.0613398)
node/923132158,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1197918 46.0712444)
node/923132416,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1187293 46.0600243)
node/923132462,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1197885 46.0710635)
node/924462978,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1199421 46.0705337)
node/924463057,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1200657 46.070046)
node/924463094,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1195052 46.0720304)
node/924463122,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1193915 46.0718764)
node/924463141,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1217789 46.0675706)
node/924463167,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.12088 46.0677556)
node/924463196,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1196466 46.0722367)
node/924463199,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1217627 46.067504)
node/924463208,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1200231 46.070492)
node/927358823,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1187969 46.067394)
node/927358893,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1217292 46.0667057)
node/927358946,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1239753 46.068319)
node/927358980,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1213046 46.0687339)
node/927358993,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1235372 46.0682408)
node/927359040,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1189048 46.0665552)
node/927359175,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.123803 46.0682882)
node/927359202,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1198494 46.0677485)
node/927359320,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1200982 46.06867)
node/927359434,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1227778 46.066272)
node/927359450,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1218188 46.0676639)
node/927359501,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1238593 46.0684208)
node/928357824,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0944697 46.2124307)
node/928357887,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0937665 46.2121605)
node/928357911,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.094313 46.2123449)
node/930522309,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1197862 46.066668)
node/930522332,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1197065 46.066791)
node/930522366,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1195026 46.0666265)
node/930522402,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1210434 46.0666615)
node/930522451,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1195388 46.0667738)
node/930522480,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1198304 46.0666604)
node/930616127,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1192656 46.0584392)
node/930616429,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1353432 46.040296)
node/932218123,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1222572 46.064718)
node/932218127,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1237135 46.0664638)
node/935833261,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1213484 46.0685475)
node/935833285,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1215226 46.0700845)
node/935833302,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1209739 46.0696844)
node/935833330,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1213885 46.0683339)
node/935833354,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1212422 46.068537)
node/937070236,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0931388 46.2132515)
node/937070369,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0933414 46.2134551)
node/937562112,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0924947 46.2132236)
node/937562229,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0929169 46.2131809)
node/937562290,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.09284 46.2130554)
node/938729340,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1240983 46.0669744)
node/938729349,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1250827 46.0671666)
node/938729388,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.123392 46.0663529)
node/938729423,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1244836 46.0670256)
node/938729436,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1243872 46.0665239)
node/938729469,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1241393 46.066429)
node/939851127,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1231703 46.0672634)
node/940653362,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1124383 46.1403226)
node/941908759,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1205982 46.0737116)
node/941908765,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1173344 46.0702713)
node/941908929,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1207355 46.0738541)
node/941908956,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1210183 46.0669294)
node/941909387,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1188663 46.0667989)
node/941909451,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.120663 46.0738046)
node/941909630,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1199656 46.0675815)
node/943890808,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0371092 46.3657395)
node/943890835,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0369189 46.3661998)
node/943890845,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.037321 46.3657477)
node/944269536,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.7494273 46.0453946)
node/944497685,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1292097 46.1935547)
node/944586211,recycling,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,yes,,,,,,,,,container,POINT (11.129006 46.1954123)
node/944586255,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1302352 46.1946431)
node/944586355,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1286851 46.195517)
node/944999695,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0906293 46.2136923)
node/944999697,recycling,,,,,,,yes,,,,,,,,,,,yes,,,,,,,yes,,yes,,,,,,,,,container,POINT (11.0907304 46.2137513)
node/944999726,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0928581 46.2132773)
node/944999730,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0903006 46.2138236)
node/945133395,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0349953 46.3647114)
node/945133412,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0348347 46.3647474)
node/945147746,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0345632 46.3649868)
node/945147771,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0346492 46.3649672)
node/945147780,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0345837 46.3648038)
node/945147808,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0339093 46.3644467)
node/945438818,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0331564 46.3628344)
node/945470829,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0357633 46.3642806)
node/945470831,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.036158 46.3641907)
node/945470836,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0359179 46.3649112)
node/945470859,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0357186 46.3649557)
node/945481814,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0331323 46.3660157)
node/945775963,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0317802 46.3643221)
node/945775965,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0320048 46.363788)
node/945775988,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0325949 46.3640051)
node/945776021,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.033361 46.3646256)
node/946077568,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.032647 46.3625102)
node/946228767,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.0287257 46.3592197)
node/948758445,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1218292 46.0697869)
node/950503761,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1201058 46.0714977)
node/950503766,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1200652 46.0716162)
node/950503771,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1203308 46.07131)
node/950503787,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1201566 46.0713452)
node/950503823,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1206115 46.0711539)
node/950503825,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.120483 46.071249)
node/950503842,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1199891 46.0717148)
node/955954368,recycling,,,,,,,yes,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,container,POINT (10.8579303 45.9179969)
node/959911041,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.119863 46.0701965)
node/959911106,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.119864 46.0836316)
node/959911118,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1250209 46.0747276)
node/963670041,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1217602 46.066576)
node/963670066,waste_disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1218086 46.0665771)
node/963712267,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.121125 46.0720384)
node/963712271,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1194501 46.0710717)
node/963712286,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1193605 46.071056)
node/963712301,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1206293 46.0721211)
node/963740202,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1192861 46.0717454)
node/966225872,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1205365 46.0718591)
node/966970998,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1231159 46.0657581)
node/966971064,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1204827 46.0720263)
node/966971343,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1206563 46.0721658)
node/968268453,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.120802 46.0719074)
node/968268478,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1211391 46.071908)
node/973877961,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (10.9892247 46.0618304)
node/975288294,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1224117 46.0679152)
node/975288418,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1191582 46.0756072)
node/975288672,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1192187 46.075735)
node/976521905,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1214179 46.0709501)
node/976746614,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1234641 46.063808)
node/976794279,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1205201 46.067263)
node/977894481,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1200475 46.0727461)
node/981492650,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1314629 46.1971292)
node/983735425,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1238267 46.0674365)
node/983735599,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1239794 46.0674095)
node/983735622,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1237867 46.0674387)
node/983735650,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1236579 46.0712069)
node/983735685,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1240197 46.0674117)
node/983735689,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,container,POINT (11.1234723 46.0713676)
node/985533407,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1229905 46.065076)
node/985533574,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1187087 46.0698874)
node/985533582,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1196761 46.0709191)
node/986834923,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1235626 46.0709673)
node/986851196,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.108589 46.1420903)
node/986851199,recycling,,,,,,,yes,,,,,,,,,,yes,,,,,,yes,,yes,,yes,,,,,,,yes,,container,POINT (11.108302 46.1423555)
node/986851232,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1082997 46.1423264)
node/990461594,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1248122 46.0683151)
node/990461645,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1240764 46.0676731)
node/990461646,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1248199 46.0681156)
node/990461994,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.124 46.0675813)
node/990462048,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1253716 46.0681736)
node/990462085,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1255607 46.068122)
node/991770461,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1245324 46.069352)
node/991770481,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1245338 46.0694047)
node/997038431,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1167563 46.0701262)
node/999591837,recycling,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,yes,,,,,,,,,container,POINT (11.133366 46.1931443)
node/1000099519,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1245868 46.0720142)
node/1000099577,recycling,,,,,,,yes,,,,,,,,,,,yes,,,,,,,yes,,no,,yes,,,,,,,container,POINT (11.1241181 46.0723374)
node/1000099588,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1242348 46.0715899)
node/1000099679,waste_basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (11.1193813 46.071476)
